챔피언	레벨	공격력	공격속도	체력	마나	체력재생	마나재생	방어력	마법저항	이동속도	사거리	인기도
마스터이	18	111	0.896	2162.56	964.56	18.64	14.91	75.04	53.35	355	125	6.25
마오카이	18	119.6	0.931	2102.2	1108.28	23.13	14.86	96.72	30	335	125	7.27
말자하	18	105.7	0.761	1874.4	1090.6	14.77	19.6	81.38	30	340	550	7.69
말파아트	18	119.3	0.985	2104.2	962.2	17.72	16.67	92.05	53.35	335	125	7.67
모데카이저	18	146	1.027	1885	120	12.72	0	83.75	53.35	325	175	7.38
모르가나	18	115	0.778	2009.48	1360.8	15.91	19.6	89.98	30	335	450	7.7
문도	18	112.3	0.905	2095.52	0	20.51	0	86.38	53.35	345	125	7.46
미스포츈	18	63	0.971	1975	920.84	17.24	19.09	75.04	30	325	550	7.56
바드	18	97	0.825	2116	1200	14.75	13.65	89	30	330	500	6.1
바루스	18	95.6	0.937	1931.76	921	14.77	20.94	81.01	30	330	575	7.68
바이	18	115.4	0.9	2027.8	1060.6	24.31	19.14	85.38	53.35	345	125	7.54
베이가	18	95.3	0.849	1886.76	1276.4	14.77	19.6	86.3	30	340	525	6.75
베인	18	85.1	1.079	1909.44	826.8	14.77	13.77	76.81	30	330	550	7.29
벨코즈	18	108.3	0.761	1799.68	1089.6	14.77	19.6	81.38	30	340	525	7.67
볼리베어	18	115.6	0.915	2046.48	780.4	19.14	19.14	85.88	53.35	345	125	7.5
브라움	18	109.8	0.876	2055.16	1075.6	25.18	19.6	103.22	53.35	335	125	7.66
브랜드	18	108	0.761	1799.68	1089.6	14.77	18.21	81.38	30	340	550	7.04
블라디미르	18	99	0.869	1987.8	0	17.21	0	81.38	30	335	450	7.61
블리츠크랭크	18	121	0.738	2197.6	947.2	21.26	22.1	92.38	53.35	325	125	7.47
빅토르	18	103	0.836	1842.04	1174	18.89	19.6	90.72	30	335	525	7.14
뽀삐	18	119.3	0.98	1936.08	745.4	17.72	14.81	96.72	30	345	125	6.26
사이온	18	127.7	0.788	1783.64	1039.6	23.78	18.21	74.04	53.35	345	175	6.65
샤코	18	117.1	1.027	2010.12	926.2	17.72	14.81	84.38	53.35	350	125	7.49
세주아니	18	113.6	0.825	2215	1080	23.13	14.86	80.54	53.35	340	125	7.25
소나	18	101	0.881	1791.36	1105.6	14.77	18.3	76.64	30	325	550	8.01
소라카	18	101	0.839	1855.04	1370.8	11	15.8	87.98	30	325	550	7.7
쉔	18	117.5	1.005	2015.8	200	17.72	50	93.72	30	335	125	7.71
쉬바나	18	118.5	0.837	2209.6	100	22.19	0	84.58	53.35	350	125	7.69
스웨인	18	103	0.836	1842.04	1173	18.89	19.6	90.72	30	335	500	7.76
스카너	18	132.6	0.835	2233.28	952.2	23.38	14.86	93.98	53.35	345	125	6.92
시비르	18	98.4	0.785	1909.76	1134	14.52	23.31	77.46	30	335	500	7.52
신드라	18	103.2	0.805	1837.04	1404	16.71	19.6	82.51	30	330	550	7.17
신지드	18	119.7	0.791	1936.76	1055.6	17.37	16.87	87.38	30	345	125	7.41
신짜오	18	113.6	0.962	2070.16	868.8	20.08	14.91	85.38	53.35	345	175	7.27
쓰레쉬	18	85.1	0.628	2141.52	1021.92	16.27	19.6	16	30	335	450	7.95
아리	18	104	0.871	1874.4	1184	16.71	19.6	80.38	30	330	550	8.05
아무무	18	118	0.861	2041.12	967.2	23.33	16.31	84.74	53.35	335	125	7.72
아지르	18	99.6	0.744	1884.4	1064.56	16.27	19.6	70.04	30	325	525	6.27
아칼리	18	112.8	1.038	2032.8	200	19.39	50	85.88	53.35	350	125	7.57
아트록스	18	114.8	0.963	1982.8	870.6	15.09	0	88.98	53.35	345	150	6.78
알리스타	18	112.5	0.838	2415.36	924.84	23.13	22.1	83.88	53.35	330	125	7.68
애니	18	95	0.705	1803.68	1184	14.77	19.6	87.22	30	335	625	7.66
애니비아	18	105.8	0.793	1657.6	1246.04	14.92	19.6	89.22	30	325	600	7.66
애쉬	18	94.9	1.01	1870.72	824	14.77	18.3	79.01	30	325	600	7.42
앨리스	18	101.5	0.8	1889.4	1174	15.91	19.6	79.08	30	330	550	7.69
야스오	18	109.8	1.026	1911.76	60	21.81	0	82.51	30	345	175	7.01
에코	18	110	0.955	1940	1130	24.3	22.6	78	53.25	340	125	7.57
오공	18	114.3	0.974	2022.8	911.84	17.24	19.09	84.38	53.35	345	175	7.15
오리아나	18	84.6	1.026	1860.72	1184	16.22	19.6	68.04	30	325	525	7.7
요릭	18	117.1	0.925	2008.8	888.8	20.08	14.41	86.25	53.35	345	125	6.87
우디르	18	112.7	0.939	2276.32	780.4	21.46	15.16	93.47	53.35	345	125	5.31
우르곳	18	113.2	0.943	2099.52	1247.4	16.71	19.64	80.64	30	335	425	6.22
울라프	18	119.5	0.994	2178.24	1029.6	23.81	17.24	77.04	53.35	350	125	7.43
워윅	18	119.8	0.992	2258.64	750.4	21.99	18.31	85.38	53.35	345	125	7.43
이렐리아	18	117.6	1.005	2137.2	882.8	19.64	22.55	89.05	53.35	345	125	7.51
이블린	18	113.4	1.062	2061.2	1029.6	19.17	18.31	91.1	53.35	340	125	7.28
이즈리얼	18	96.6	0.905	1844.4	1074.6	15.77	19.14	81.38	30	325	550	7.96
일라오이	18	145	0.799	2200.6	980	23.1	20.25	90.6	53.35	340	125	7.88
자르반4세	18	113.5	0.921	2101.2	982.2	20.08	14.41	90.2	53.35	340	175	7.7
자이라	18	107.8	0.836	1737.32	1184	14.19	22.1	71.04	30	325	575	7.62
잔나	18	102.1	0.886	1813.04	1497.52	14.77	15.8	83.98	30	335	475	7.6
재드	18	112.5	1.028	1939.4	200	18.14	50	86.38	53.35	345	125	7.94
잭스	18	119.3	0.985	2037.8	882.8	17.72	19.48	78.04	53.35	350	125	7.7
쟈크	18	117	0.801	2229.6	0	17.27	0	83.38	53.35	335	175	7.72
제라스	18	105.7	0.767	1874.4	1114.96	14.77	19.6	81.38	30	340	525	7
제이스	18	109.9	0.942	2101.2	986.2	20.94	19.6	81.88	30	335	125	7.67
직스	18	106.9	0.834	1884.4	1183	16.46	19.6	77.64	30	325	550	7.68
질리언	18	102.6	0.825	1808.28	1380.8	13.94	22.1	83.73	30	335	550	7.41
징크스	18	99.4	0.725	1911.76	1010.6	14.34	23.68	82.38	30	325	525	7.73
초가스	18	132.6	0.769	1934.4	952.2	23.38	14.86	88.38	53.35	345	125	7.5
카르마	18	109.6	0.855	1933.44	1224	14.97	22.1	84.98	30	335	525	6.61
카사딘	18	125.2	1.019	1890.04	1536.6	16.29	19.6	77.78	30	340	150	7.66
카서스	18	100.9	0.836	1791	1409.48	15.77	19.6	80.38	30	335	450	7.69
카시오페이아	18	106.8	0.821	1781	1390.8	14.19	21.11	90.22	30	335	550	6.41
카직스	18	107.9	0.952	2017.8	1007.2	20.26	16.09	78	53.35	350	125	7.63
카타리나	18	112.4	0.946	1921	0	13.85	0	86.38	53.35	345	125	7.71
칼리스타	18	112.4	0.953	1928.76	826.8	15.35	13.1	78.51	30	325	550	7.16
케넨	18	106.6	1.065	1878.72	200	16.64	50	88.05	30	335	550	7.63
케이틀린	18	90.7	1.025	1884.4	908.8	15.02	16.77	82.38	30	325	650	7.72
케일	18	103.6	0.863	2155.24	1002.2	21.01	22.1	86.38	30	335	125	7.55
코그모	18	95.4	0.947	1911	1028.88	15.27	20.58	79.38	30	325	500	7.46
코르키	18	98.5	0.855	1906.76	928.16	14.77	16.77	82.88	30	325	550	7.17
퀸	18	97.4	1	1977.8	863.8	14.77	13.77	82.88	30	335	525	7.06
킨드레드	18	81.8	0.875	1985	895	16.35	40.5	82.25	30	325	500	7.78
타릭	18	117.4	0.827	2149.2	1301.08	16.44	22.1	88.78	53.35	340	125	6.92
탈론	18	107.9	0.957	2027.8	1006.2	21.26	16.09	86.38	53.35	350	125	7.68
탐켄치	18	110.4	0.875	2225	1005	15.85	25	78	53.35	335	175	7.26
트런들	18	111	0.984	2248.28	1046.6	23.88	17.71	73.44	53.35	350	175	6.6
트리스타나	18	102.5	0.813	1936.76	790.76	17.24	14.86	73	30	325	669	7.59
트린다미어	18	115.8	0.943	2291.64	100	23.81	0	76.81	53.35	345	125	7.68
트위스티드페이트	18	106.1	0.986	1915.76	911.84	15.71	19.6	74.09	30	330	525	7.72
트위치	18	95.4	1.046	1902.08	967.2	16.21	14.91	74.04	30	330	550	6.98
티모	18	98	1.059	1909.76	947.2	16.79	14.86	88.05	30	330	500	6.19
판테온	18	104.9	0.948	2058.16	844.12	18.89	15.01	93.95	53.35	355	150	7.7
피들스틱	18	93	0.836	1884.4	1352.12	15.81	19.6	80.38	30	335	480	7.44
피오라	18	116.1	1.016	1995	980	17.6	19.9	83.5	53.35	345	150	7.16
피즈	18	109	0.984	2020.48	946.2	20.08	19.6	80.21	53.35	335	175	7.55
하이머딩거	18	101.4	0.761	1751	987.2	40.76	19.6	70.04	30	340	550	6.33
헤카림	18	115.8	0.938	2214.6	956.2	22.01	17.71	94.72	53.35	345	175	7.5
